age,class_of_worker,education,marital_status,occupation,place_of_birth,relationship,hours_per_week,sex,race,income_above_50k
69,4,20,1,3756,476,16,44,2,1,0
35,1,23,1,2398,280,0,64,1,1,1
55,3,23,3,109,184,0,51,2,1,1
43,1,20,1,3990,131,0,31,1,1,0
49,1,21,5,205,68,0,30,2,1,1
30,1,18,5,2930,13,0,49,2,9,1
63,1,12,1,1046,23,3,19,1,1,1
51,5,17,1,2471,2,0,37,1,1,0
61,1,19,1,5919,38,0,27,1,6,1
32,1,17,1,3334,46,2,24,2,1,0
42,1,14,1,2360,54,0,40,2,1,0
35,1,15,1,8685,40,0,24,2,1,1
32,1,13,5,6283,320,0,43,1,8,0
25,1,20,1,1609,186,17,23,1,1,0
26,4,18,3,1975,8,0,30,2,1,0
21,1,15,5,9301,22,0,20,1,1,0
34,1,23,1,4528,43,0,38,1,2,0
21,1,15,1,2867,158,0,52,2,1,1
42,1,19,5,5495,133,0,39,2,2,1
33,7,22,1,8841,109,0,24,2,1,0
31,1,17,5,979,7,0,44,1,1,0
35,1,17,1,3984,139,0,45,1,1,0
61,1,23,1,2790,30,0,41,2,1,1
41,1,19,1,7457,1,0,40,1,1,0
26,1,19,1,7928,108,0,36,1,1,0
21,5,22,5,689,2,0,43,1,1,1
47,1,19,1,8134,80,7,29,2,1,0
49,3,17,1,6358,185,4,54,1,1,1
53,1,19,4,1757,182,0,25,1,1,0
50,2,19,1,3771,12,0,24,1,1,1
63,1,19,1,2944,17,0,22,1,1,1
56,1,22,1,352,21,16,29,2,1,0
43,1,22,3,5034,134,0,24,1,6,0
29,7,20,1,1757,35,11,53,2,1,0
72,1,19,1,1400,374,0,25,2,1,0
71,7,19,1,2880,23,0,39,1,1,1
36,1,21,1,2626,72,0,57,1,1,0
39,1,19,1,6779,34,0,7,1,1,0
50,6,20,1,1584,40,2,51,2,2,1
25,1,16,5,4098,6,0,43,1,9,0
35,1,19,1,8930,124,0,47,1,3,0
85,1,18,1,1875,269,0,28,1,1,1
61,6,13,1,2823,149,0,28,1,1,0
57,1,19,5,4044,1,0,58,1,1,1
32,1,17,5,5872,37,0,36,2,1,0
64,2,22,1,2851,1,0,36,2,1,0
20,1,16,1,8251,245,1,41,2,6,0
31,1,23,5,1280,1,0,27,2,1,0
27,1,17,1,6929,34,1,21,2,2,0
19,1,20,5,6159,43,0,45,1,1,0
49,1,22,1,4888,26,0,43,1,1,0
20,1,20,5,3427,22,0,37,2,1,0
22,1,20,5,2549,114,0,21,2,1,0
31,6,21,3,1712,17,15,50,1,1,1
22,1,22,1,1304,7,17,27,1,1,1
51,6,23,1,342,3,5,45,2,1,1
56,5,19,1,5995,41,1,40,1,1,0
31,1,14,5,5647,135,0,57,1,1,1
21,1,18,5,9376,192,0,45,2,1,0
44,1,18,1,483,32,0,51,2,1,1
46,1,21,1,8510,50,1,20,2,1,0
22,1,17,5,213,1,0,21,2,1,1
46,1,15,1,8339,62,0,30,2,1,1
24,4,17,1,7637,50,0,54,1,1,0
22,4,16,5,7371,77,6,24,2,2,0
32,1,18,5,9633,305,0,32,1,8,0
44,4,10,1,3828,229,0,44,2,1,1
33,1,17,5,6110,2,0,56,2,1,0
43,1,22,1,6365,57,0,23,1,1,1
25,1,21,1,5407,112,0,46,1,1,1
25,1,19,5,915,26,11,47,2,1,0
29,1,21,1,428,110,0,67,1,1,0
43,1,16,1,6138,7,2,22,2,1,0
60,2,24,5,2181,3,0,42,2,1,1
76,1,18,1,4323,2,0,48,1,1,0
35,1,16,3,4514,1,0,27,2,2,0
24,3,21,5,5004,6,7,16,1,6,0
26,1,22,5,1045,68,0,70,2,9,1
30,1,16,5,2079,138,0,48,2,1,0
35,1,19,1,1121,6,0,38,2,1,1
49,1,23,3,1954,60,0,26,2,1,0
36,1,18,1,1377,2,4,11,2,1,0
39,1,18,1,6712,37,0,67,2,1,1
32,2,19,1,2769,19,1,28,1,1,1
37,1,16,1,393,83,9,43,2,1,1
26,2,16,3,6362,18,1,36,2,1,0
53,1,21,5,3365,59,0,40,2,1,1
29,1,20,5,640,252,4,43,2,1,0
29,1,18,1,5228,128,0,53,1,1,1
58,1,15,1,8861,23,0,34,1,1,0
50,3,22,1,3205,3,1,29,1,1,0
23,4,15,5,2912,23,0,54,1,1,0
61,1,16,1,5510,141,0,44,1,1,1
41,1,15,1,5238,24,0,57,1,1,0
21,1,15,5,4516,183,2,34,1,1,0
50,1,19,1,7010,152,7,29,1,2,0
32,1,23,1,360,98,14,50,1,1,1
32,3,18,1,7792,14,0,33,2,1,0
47,5,18,5,5162,306,0,39,1,1,0
26,1,14,5,9830,72,0,30,2,6,1
34,1,17,5,8901,8,11,48,1,1,0
30,1,16,5,2053,1,0,28,1,2,0
22,1,15,3,8346,92,0,45,2,1,0
61,1,12,5,8056,15,13,29,1,1,0
30,3,20,5,2660,6,0,37,2,1,0
30,1,23,1,2290,83,14,35,2,1,1
40,4,22,1,2422,19,0,22,1,8,0
64,1,22,1,4394,47,5,60,1,1,1
67,1,21,1,988,244,0,60,2,1,0
28,1,19,1,6546,6,0,40,1,1,0
37,6,21,1,4347,76,0,45,1,6,0
47,3,17,1,7519,8,0,36,2,2,0
27,1,18,3,1958,103,15,51,2,6,0
43,6,21,1,7448,173,4,38,2,8,0
48,6,23,1,54,29,0,29,1,1,0
35,6,18,1,1749,248,0,49,1,8,0
40,2,10,5,2688,26,0,29,1,8,0
31,1,14,1,4473,70,0,42,1,1,1
48,1,16,1,8664,43,0,13,1,6,0
25,1,3,5,3907,65,14,21,1,2,0
43,1,19,1,3040,45,0,52,2,1,1
43,6,22,5,3276,103,0,32,2,1,0
55,1,21,5,62,14,0,45,2,1,1
39,1,13,1,8394,2,0,36,1,1,0
74,7,22,1,602,56,0,40,2,1,0
23,1,18,1,4140,153,0,10,1,8,0
40,1,14,1,6676,8,2,9,2,6,0
62,1,24,1,5447,42,0,28,2,1,0
35,7,16,5,7557,114,0,5,2,1,0
22,1,18,5,5886,57,1,42,2,1,0
41,1,18,5,8855,16,0,45,2,1,0
29,2,21,1,4213,58,0,33,2,6,1
18,1,15,3,3907,35,5,23,2,1,0
53,1,19,1,3733,1,0,51,1,2,0
64,3,22,1,1261,105,0,47,1,1,1
44,1,19,5,5330,20,0,37,1,1,0
29,1,12,1,7809,51,0,13,2,1,0
50,3,19,5,5390,247,3,37,1,1,0
41,1,21,1,885,43,14,30,2,8,1
39,6,23,1,3308,1,0,42,2,1,1
66,1,18,3,6069,205,0,44,1,1,1
52,1,20,1,3632,40,0,18,2,1,0
52,6,19,1,7137,110,0,49,1,9,1
43,1,20,5,5928,5,13,55,1,1,0
31,2,18,5,6067,8,0,53,1,1,1
49,7,20,1,8668,17,0,32,2,1,0
41,1,12,1,3231,114,0,50,2,1,1
38,4,17,5,6983,43,0,87,2,1,1
38,1,19,5,1214,212,0,38,2,6,0
32,1,20,1,3007,61,6,20,2,1,1
42,3,23,1,640,9,0,48,2,2,0
23,5,18,5,7423,2,0,55,2,2,1
21,1,21,5,521,90,0,42,1,1,0
49,5,19,1,6515,3,11,44,2,1,0
42,4,24,2,4618,66,0,34,2,8,0
51,2,24,1,1566,16,0,48,1,1,0
60,1,17,1,5735,22,0,58,2,1,0
37,2,23,1,5501,2,10,31,2,1,1
60,1,19,1,6533,140,3,56,2,6,0
48,2,19,1,5374,2,0,41,1,2,1
42,1,20,3,2624,93,0,40,2,1,0
27,2,17,5,2691,29,0,39,2,1,0
65,1,22,1,474,3,0,44,1,2,1
22,1,19,5,7091,230,0,29,1,8,0
28,1,15,1,5970,36,16,41,2,1,0
38,5,22,1,237,16,5,21,1,1,1
63,3,22,1,642,2,0,46,2,1,0
35,1,23,1,2447,41,0,44,1,1,0
31,1,19,1,5423,25,2,46,1,1,0
40,1,22,1,1946,272,0,49,2,6,1
30,1,16,5,3818,222,14,27,2,1,0
33,1,23,1,2306,6,0,40,2,1,1
20,4,19,5,2957,44,16,44,1,1,1
38,1,13,1,6411,97,0,40,1,2,0
44,1,17,3,4667,4,0,59,1,1,0
24,1,17,5,2521,79,0,3,2,9,0
43,6,22,1,2573,16,0,16,1,6,0
27,1,15,5,1445,33,0,49,2,1,0
22,1,18,5,532,50,0,42,2,1,1
48,1,21,3,770,11,0,23,2,1,0
80,1,20,1,5808,33,0,47,1,2,1
47,1,17,1,9233,75,0,28,2,1,0
28,1,21,3,1384,48,0,63,1,9,1
66,1,20,1,5577,97,0,47,2,1,0
25,1,23,5,3209,13,8,33,1,1,1
48,1,19,1,6475,85,0,58,2,1,0
34,7,17,5,5834,34,0,17,2,1,0
38,2,21,1,2956,58,0,39,1,1,1
29,7,22,3,330,84,0,58,1,1,0
36,1,22,1,2302,13,0,61,1,1,1
39,1,16,5,122,49,9,62,1,1,1
51,1,20,1,1961,94,0,39,1,6,1
31,1,11,5,4259,55,1,57,2,1,1
81,1,22,2,5785,38,0,50,1,2,1
46,6,11,1,9434,2,0,32,1,1,0
35,1,14,5,1209,26,0,30,2,3,0
40,1,20,5,6554,251,0,63,1,1,1
24,1,18,3,4549,59,0,63,2,1,0
47,4,22,1,979,3,0,60,1,1,1
27,6,17,1,3013,251,0,11,2,1,0
58,2,24,1,60,20,0,41,1,1,1
44,3,22,1,568,63,0,29,2,1,1
68,1,20,1,4013,163,17,64,1,1,1
40,4,15,5,5086,112,0,45,1,1,0
26,1,20,5,7830,8,15,48,2,1,0
47,3,21,1,49,72,17,43,1,1,0
43,6,19,1,2366,10,0,37,2,1,0
43,1,20,1,1878,15,0,31,1,2,0
28,1,19,5,9360,58,0,52,2,1,0
53,2,20,1,2401,42,0,36,2,1,0
78,3,15,1,7796,34,0,22,2,1,0
53,1,14,1,6883,31,0,38,2,2,0
56,2,21,1,4503,60,13,15,1,1,0
64,1,20,1,4822,32,0,51,2,1,0
43,2,18,1,2888,19,0,60,1,6,1
37,1,17,3,781,24,0,55,2,1,0
36,2,21,5,3234,61,0,51,2,1,1
41,6,18,1,1267,14,15,39,2,1,0
55,1,22,3,250,42,0,49,1,8,1
40,1,21,3,6267,121,0,27,2,1,1
41,1,23,3,119,189,0,33,1,1,0
29,1,21,1,250,203,14,50,1,2,0
49,6,19,5,5079,26,0,37,1,1,0
59,1,18,5,8744,4,0,43,2,1,1
84,1,22,1,6135,9,0,66,1,1,1
28,4,19,3,5604,132,1,34,1,1,0
44,1,9,1,5388,178,6,40,2,1,0
23,4,20,5,5147,55,16,34,1,1,0
41,1,21,1,733,144,1,21,1,2,1
26,1,21,5,1521,70,0,53,1,1,1
18,1,18,5,8502,8,0,46,2,1,0
35,4,22,3,163,30,0,63,1,1,1
30,1,21,5,1547,41,0,49,1,3,0
21,1,23,5,2609,3,16,41,1,1,0
43,3,21,1,985,86,1,31,2,2,0
46,2,14,1,2758,48,0,48,2,1,0
70,5,23,1,812,1,2,27,2,1,1
23,1,17,3,2175,48,15,30,2,1,0
48,7,23,5,1218,53,0,44,1,1,0
51,1,20,1,804,12,0,40,2,1,1
19,1,21,5,3308,11,5,49,2,2,0
44,1,19,5,2376,18,1,53,1,6,0
27,6,19,1,2286,4,0,30,1,1,1
37,1,21,5,1549,2,0,35,2,8,1
28,4,17,5,7228,34,0,40,1,1,0
29,1,15,5,3958,28,0,44,1,1,0
88,2,19,4,6107,3,0,37,2,8,1
28,1,21,1,4898,4,16,18,1,1,1
21,1,13,5,4303,9,0,57,2,1,0
53,3,23,3,1667,61,8,57,2,1,1
31,1,22,3,7790,46,0,35,1,1,1
37,2,16,1,5611,12,0,42,2,1,0
38,2,20,1,1424,7,16,65,2,1,0
26,5,21,1,1886,144,0,33,1,1,1
28,1,17,5,1724,165,0,40,2,1,0
41,1,17,5,1666,10,12,33,2,1,0
22,2,19,5,1904,178,0,47,1,1,1
58,1,16,1,1790,113,0,54,1,3,1
63,1,19,1,63,102,0,45,1,6,1
54,1,17,1,1771,22,0,40,2,1,0
52,1,12,5,1519,13,0,40,1,1,1
41,1,21,1,915,42,0,41,1,8,1
55,1,16,1,5798,19,1,52,2,1,0
37,6,20,5,2351,40,1,13,2,1,0
57,1,18,3,8335,31,0,26,2,1,1
21,7,23,5,1972,80,17,42,2,1,1
41,1,21,1,1111,70,0,38,1,2,1
37,1,19,1,7283,88,0,38,1,1,0
53,2,21,1,580,88,0,44,2,1,0
39,1,19,1,2888,3,0,27,1,1,1
21,1,16,5,3456,113,8,37,2,1,0
39,1,19,5,3146,39,0,23,1,6,0
45,1,20,1,3631,3,10,33,1,1,0
40,1,23,3,1571,11,0,37,1,1,0
37,1,15,1,2967,8,0,49,1,1,1
38,1,22,5,1270,65,0,40,2,1,0
20,1,19,3,1903,6,15,31,2,9,1
53,1,18,5,8560,94,0,31,1,1,1
42,1,17,1,8369,55,0,26,2,1,0
54,1,23,1,1854,54,0,37,1,1,0
33,3,12,3,7538,6,0,47,1,1,1
44,1,21,1,3182,24,16,52,2,1,0
23,3,19,1,1875,367,0,28,2,1,0
22,1,22,1,2362,47,11,46,2,1,0
36,6,19,3,341,201,0,9,2,1,0
45,6,11,2,8971,188,0,31,1,1,0
37,6,24,1,4472,1,1,46,2,1,0
46,1,16,5,8414,310,2,35,1,7,0
45,1,21,1,110,18,0,43,2,1,1
46,1,19,1,5431,20,0,37,1,1,0
22,5,16,5,5006,20,0,25,1,3,0
27,1,21,5,3755,139,0,33,2,2,0
59,1,19,1,2820,5,0,41,2,2,1
34,1,19,5,333,138,0,59,2,1,1
35,1,14,5,4317,177,0,34,2,1,0
63,1,21,1,1302,65,0,35,1,1,1
54,1,20,5,1693,34,0,35,2,1,1
26,2,15,1,6152,3,11,38,1,1,1
32,1,19,5,4432,2,0,34,1,1,1
27,1,19,5,3814,11,0,21,1,1,0
30,1,20,5,7227,185,0,63,1,1,0
29,3,23,1,2042,3,8,44,2,1,0
68,8,22,1,169,133,0,27,2,1,0
34,3,23,5,2210,2,0,26,1,1,1
23,1,18,1,9074,6,6,31,1,1,0
45,5,21,1,6451,163,0,31,1,1,0
35,4,18,5,7955,31,0,37,2,2,0
35,1,19,1,2489,127,0,32,1,6,1
56,1,21,1,4971,3,0,42,1,1,1
48,1,22,5,2653,131,0,21,1,2,0
50,1,21,3,2325,299,0,4,2,1,0
21,2,21,1,4367,43,11,23,1,1,1
39,1,20,5,5270,35,0,60,2,1,0
38,1,21,1,2487,12,0,62,2,1,1
66,6,20,3,1747,3,0,44,1,1,0
24,1,22,5,4065,5,0,39,1,1,1
42,2,19,1,1990,45,0,26,2,1,0
27,6,20,5,2263,16,0,25,2,1,0
32,1,23,1,4678,135,0,58,1,1,0
65,6,19,1,5802,151,0,33,1,1,0
37,3,21,1,5104,3,0,35,1,1,0
44,6,13,1,3371,371,0,36,1,1,0
39,1,20,5,2539,175,0,43,1,6,0
42,1,19,1,7095,71,1,36,1,1,0
49,2,22,1,1876,2,0,37,1,1,0
30,1,14,5,4291,388,12,23,2,1,0
22,4,21,1,3383,13,0,40,2,1,0
58,1,20,1,1872,11,16,51,1,1,0
42,1,21,1,6518,13,0,45,2,1,0
36,6,13,1,5665,5,1,41,2,1,1
60,1,21,1,1614,204,2,49,1,1,0
50,1,17,1,5524,20,0,52,2,1,0
44,1,13,5,8588,188,0,31,2,1,0
35,1,18,3,6908,33,0,40,2,1,0
28,1,19,1,5414,74,0,57,1,1,1
22,1,11,5,5318,15,2,41,2,2,0
23,1,17,1,1381,14,0,27,2,1,0
28,1,19,1,6374,16,8,42,1,1,1
51,6,8,1,5272,108,0,48,1,1,0
21,1,21,1,5274,26,3,43,2,1,0
62,1,19,5,2954,18,0,16,1,1,0
25,1,17,1,8548,3,0,29,1,1,0
51,1,18,1,4921,46,4,17,1,1,0
51,1,19,1,8090,15,0,57,2,1,0
41,1,20,1,6792,43,1,17,1,1,0
41,1,19,1,1809,320,0,43,2,1,0
20,1,23,1,287,7,0,40,2,1,1
49,6,19,5,1926,15,0,42,1,1,0
37,1,19,5,298,146,12,27,1,1,0
68,1,22,1,5078,77,0,44,1,2,1
48,1,20,1,319,39,3,76,2,1,1
33,1,19,5,2621,18,0,38,2,1,0
24,1,16,5,5949,36,0,36,2,1,0
38,7,21,2,3589,106,1,35,2,1,1
24,1,19,1,3901,1,11,28,2,2,0
18,6,11,5,7753,14,17,2,2,1,0
35,1,11,3,5979,71,0,31,1,1,0
23,1,8,1,3920,20,0,49,2,1,0
25,1,20,5,6601,4,1,41,1,1,0
62,2,13,1,6693,3,0,32,1,1,0
74,1,23,1,1157,6,0,29,1,1,1
26,1,16,5,6570,23,0,44,1,1,1
68,3,18,1,406,191,0,49,1,1,1
38,1,23,5,292,28,0,44,1,1,1
33,2,22,1,3661,72,0,33,2,1,0
39,1,22,3,4671,4,12,40,1,2,0
38,1,21,1,399,209,0,50,1,1,0
43,1,18,1,8234,63,0,55,1,1,0
19,1,19,5,843,551,0,49,2,8,0
31,1,16,5,4919,266,4,44,1,9,1
21,2,16,5,5396,37,0,30,2,2,0
41,1,21,1,3450,58,0,61,1,1,0
34,3,24,1,894,48,11,64,1,1,1
30,1,18,1,8555,2,0,44,1,1,1
25,1,19,5,1607,7,0,31,2,1,1
34,1,18,1,697,2,0,40,1,1,0
52,1,12,1,7523,85,1,53,1,6,0
63,1,20,1,60,20,0,38,2,2,1
20,1,17,5,8288,100,0,36,2,5,0
49,6,23,3,182,8,0,31,2,1,0
38,1,19,1,696,9,0,46,2,1,0
28,1,16,5,9762,73,0,24,1,1,0
61,4,20,1,1762,111,0,40,2,1,0
42,1,10,1,3632,61,0,52,1,2,0
68,5,15,1,3463,23,0,41,2,1,1
32,1,20,1,4618,3,0,74,2,1,1
27,1,20,3,830,392,14,13,2,1,1
35,1,18,1,4636,14,0,23,2,1,0
33,1,19,1,8391,20,0,5,2,1,0
35,1,17,1,828,80,0,41,1,2,1
34,2,11,5,4662,95,0,34,2,2,0
28,1,20,1,9189,156,17,12,1,1,0
78,5,19,1,6258,14,0,32,2,1,0
42,1,19,1,1298,57,0,51,2,1,1
50,1,23,1,99,1,0,50,1,1,1
29,1,19,3,4221,419,0,58,2,1,0
64,1,21,1,822,29,0,41,2,1,1
78,7,17,3,5034,398,0,28,2,6,0
42,2,22,1,175,81,8,25,1,9,0
21,1,10,5,9301,344,11,26,2,1,0
22,1,19,5,4350,11,14,20,1,2,0
41,2,23,3,14,11,0,43,2,1,1
41,1,21,5,6487,3,3,42,1,1,1
19,1,19,5,8405,79,5,37,1,1,0
33,1,21,1,658,18,2,63,2,1,0
26,3,18,1,3845,24,0,29,2,1,0
44,1,8,1,7597,41,17,34,1,8,0
39,1,16,1,1459,42,1,51,1,1,1
37,4,16,3,1447,54,0,42,1,1,1
63,1,21,3,746,9,0,59,2,6,1
30,1,23,3,116,45,0,27,1,1,0
72,1,16,1,5560,211,0,32,1,1,0
29,1,19,5,7026,87,0,36,2,1,0
59,2,20,2,1225,8,0,49,2,1,1
24,1,19,1,2160,122,0,40,1,2,0
37,1,20,5,8449,39,7,77,1,1,1
34,1,14,5,4637,7,1,64,1,9,1
33,3,22,5,1085,154,17,27,2,1,0
64,1,24,1,1602,19,0,36,1,1,0
47,4,20,1,5621,210,5,34,2,1,0
32,1,19,5,5290,240,0,47,1,1,0
40,1,19,5,7278,4,0,46,1,2,0
30,1,9,3,7795,182,2,36,1,2,1
58,1,18,5,2064,55,0,39,1,1,0
41,1,14,1,5983,4,1,42,2,1,0
20,4,19,1,5807,6,0,21,1,8,0
34,1,15,5,9025,6,0,47,1,1,0
20,1,17,5,5844,3,0,49,1,6,1
48,2,20,1,7827,14,0,50,1,1,0
78,1,23,1,4346,105,0,53,1,1,1
53,1,16,3,1570,79,1,32,2,1,1
27,1,21,5,248,207,0,29,2,8,0
41,1,14,5,8789,21,0,36,1,1,0
59,7,21,1,194,35,0,43,1,1,1
35,1,8,1,9518,47,11,27,1,1,0
38,6,18,1,4035,12,0,41,1,1,1
76,1,22,3,8187,2,0,27,2,1,0
53,3,17,3,6507,210,0,30,2,8,0
82,1,22,5,465,59,0,35,2,1,1
44,5,23,1,1506,349,0,53,2,1,1
35,4,7,5,9690,345,1,2,1,1,0
60,6,17,5,7028,53,0,42,1,1,1
33,1,22,3,8829,478,0,64,2,2,0
45,1,18,2,5771,9,16,24,1,1,0
34,1,18,1,1237,3,0,67,1,1,1
46,1,18,1,6390,90,0,42,2,1,0
25,1,15,5,4139,24,14,53,2,2,0
73,1,21,1,1522,1,0,54,2,1,1
29,1,20,1,5155,9,0,33,1,1,0
47,6,16,1,7380,80,0,45,2,1,1
21,1,20,3,6735,9,1,73,1,1,1
26,1,19,5,8271,99,0,28,2,2,0
65,3,20,3,5437,19,0,70,1,1,0
27,2,17,3,8814,21,0,48,2,1,0
32,1,18,5,5358,88,17,48,1,8,0
63,1,22,1,2636,31,0,52,2,1,0
33,1,18,5,1764,4,0,34,2,1,0
33,1,15,1,5722,89,0,49,2,1,0
55,1,18,1,1075,415,0,21,2,1,1
37,1,18,5,6692,21,0,34,2,6,0
51,7,19,1,15,5,0,32,2,6,0
27,2,19,1,1371,108,16,53,2,1,0
63,4,21,1,847,199,0,31,2,6,1
40,1,17,5,5404,2,0,53,2,1,1
41,1,23,1,67,13,0,41,2,6,1
56,1,18,1,3110,75,0,48,1,8,0
36,1,21,5,1225,11,0,43,2,1,0
73,1,19,1,750,7,0,48,2,1,1
43,1,21,1,253,2,0,40,2,1,1
44,1,20,1,3764,11,0,17,2,1,0
52,1,24,1,931,13,0,43,2,1,1
20,6,13,5,1719,171,5,47,1,1,0
21,1,17,5,8063,49,4,24,2,1,0
22,1,19,1,6040,60,4,14,2,1,0
31,5,20,5,5620,51,3,46,2,1,1
32,1,16,5,3212,13,15,26,1,1,0
67,1,22,1,1426,2,0,63,2,2,0
35,2,23,1,1066,3,0,46,2,1,1
61,3,22,1,3377,17,0,59,2,1,0
33,1,20,1,7216,9,0,46,1,1,1
32,2,15,3,9305,60,11,12,1,1,0
54,6,20,1,3137,142,1,47,1,1,1
50,1,22,4,6760,7,0,55,2,1,1
31,1,19,5,3498,207,0,45,2,1,0
58,4,24,1,397,42,5,41,1,1,1
29,1,20,5,4930,16,0,45,1,2,0
38,1,17,5,5050,29,0,37,2,1,0
51,1,13,1,6953,27,0,38,2,1,0
46,3,22,5,4508,80,0,55,1,1,1
50,1,14,4,4131,189,0,31,1,1,1
62,1,22,1,2295,20,0,24,2,6,1
65,3,17,5,4970,37,0,37,1,1,1
42,5,20,5,8631,68,3,32,1,1,0
39,1,19,1,1473,3,0,45,2,1,0
30,2,15,3,149,42,0,21,1,1,0
66,1,22,5,63,163,0,46,2,1,1
39,1,16,5,7502,59,16,38,1,1,1
28,6,19,5,5415,23,0,27,2,1,0
51,6,22,3,2375,2,7,18,1,1,1
66,1,22,1,3413,30,0,54,1,1,1
51,2,21,1,530,22,0,24,2,1,1
45,1,21,3,2241,3,0,44,1,1,0
40,1,18,1,4068,23,0,39,1,1,1
27,7,18,5,8941,61,0,26,1,1,0
29,1,19,5,5062,181,1,28,2,5,1
25,4,23,1,899,247,0,56,1,1,1
56,1,15,1,6190,11,4,42,1,1,1
21,1,16,5,3880,43,0,44,1,1,1
44,1,24,1,167,27,0,65,1,2,0
26,1,15,1,8659,20,12,31,1,1,0
24,5,14,5,8116,21,0,38,2,1,0
35,1,19,3,5187,109,2,41,1,1,1
40,1,17,1,6260,4,17,41,2,1,0
19,1,21,1,597,371,17,40,2,1,0
28,1,18,5,6573,87,1,41,1,1,0
49,1,17,5,2646,20,0,27,1,1,0
53,1,22,1,793,68,0,50,1,1,0
39,1,17,3,4475,79,1,34,2,1,0
38,1,21,5,504,25,0,24,1,1,0
35,1,22,5,1055,111,0,21,2,1,1
67,1,22,1,231,3,0,43,2,1,0
20,1,17,1,9051,219,10,35,2,6,0
38,7,23,1,4247,134,0,19,1,1,0
23,1,19,1,836,25,16,27,2,1,1
32,3,18,1,5147,80,0,51,2,1,1
41,1,22,1,8338,126,0,45,1,1,1
53,1,18,1,1726,80,8,44,1,1,0
49,1,21,3,2316,14,0,43,1,1,0
67,1,21,1,8388,7,0,37,1,1,1
33,1,13,1,7907,34,0,35,2,1,0
50,8,21,3,3415,38,0,52,2,1,0
24,1,23,5,3489,2,0,27,2,1,1
37,1,17,1,3917,59,0,33,1,1,0
61,1,22,1,4075,58,8,48,1,1,0
19,1,15,5,5489,240,1,42,1,1,0
37,5,6,5,4705,18,0,38,1,1,0
39,1,22,1,8555,83,0,41,1,1,0
64,1,20,1,6793,29,8,33,2,1,0
24,1,20,5,7655,6,0,36,2,1,1
27,1,20,5,3189,149,0,30,2,1,0
72,1,21,1,5417,191,0,63,2,1,0
53,5,21,1,8887,29,0,47,1,1,0
71,1,20,3,486,72,0,33,2,1,1
30,1,17,5,5380,1,0,38,1,9,1
51,1,20,1,5512,58,0,31,2,1,0
34,2,21,3,6263,171,0,20,2,2,0
42,1,11,5,8915,9,0,31,2,2,0
65,7,18,1,2549,19,0,39,2,1,0
56,1,21,2,8426,23,0,45,1,6,1
38,7,16,1,3300,12,0,10,2,1,0
24,1,20,5,7805,207,0,43,2,1,0
53,1,18,1,8457,145,0,39,2,1,0
49,7,21,5,1862,17,0,48,1,1,0
47,1,12,3,6350,163,0,76,1,2,1
36,1,18,1,6835,72,0,40,1,1,1
39,4,21,1,4997,31,0,42,1,1,0
63,3,20,1,1777,8,0,42,2,1,0
74,2,21,1,1296,48,0,39,1,1,1
28,6,23,5,1521,27,0,34,1,6,0
54,1,17,3,854,1,0,35,1,1,1
32,1,20,3,906,83,10,55,2,1,0
55,1,19,1,466,245,0,61,2,1,1
34,1,21,1,343,121,0,32,2,1,0
36,1,12,5,9518,8,0,22,1,1,0
35,1,19,5,345,26,0,11,1,1,0
47,5,17,5,2245,105,0,22,2,9,0
29,1,18,1,4786,398,1,34,1,1,0
62,7,19,1,4898,155,0,34,2,1,0
28,1,18,1,2962,56,0,59,1,2,0
70,1,18,4,2118,74,0,37,2,1,1
19,1,18,1,3877,18,0,72,1,1,0
24,6,11,5,2193,2,1,55,1,1,0
49,2,16,5,6785,44,1,10,1,1,0
20,6,18,5,4941,29,0,33,1,2,0
59,2,22,1,6188,194,0,39,1,1,1
29,1,17,3,5500,113,7,45,1,1,0
65,1,20,1,1966,141,0,36,1,1,0
69,5,19,1,3487,28,0,30,1,1,0
28,1,18,5,6142,337,0,35,2,3,0
45,1,5,3,4947,90,0,45,2,1,0
51,4,22,1,3760,29,0,38,2,1,0
82,1,24,1,3713,27,0,39,1,6,1
45,1,17,3,1586,11,0,22,1,1,0
45,4,18,3,4677,20,0,33,2,1,0
55,1,19,5,4909,193,0,30,2,1,0
58,1,21,5,7573,45,0,45,2,1,0
31,1,20,5,954,36,17,25,1,1,0
23,6,23,3,431,31,0,25,1,1,0
28,1,12,5,4836,114,0,24,1,2,0
39,5,17,3,6694,117,0,12,1,1,0
63,4,21,3,2310,57,0,32,1,2,1
60,1,21,1,552,26,0,36,2,2,1
56,2,21,5,3719,17,0,43,2,1,1
23,1,18,3,6713,218,17,50,2,1,0
32,7,22,3,5638,39,0,26,1,1,0
66,1,17,5,4758,15,0,31,1,1,0
34,3,19,5,2306,116,0,32,2,1,1
42,1,18,5,9453,18,9,20,2,1,0
40,3,20,5,7377,44,0,32,2,1,0
43,2,12,5,4345,45,0,51,1,8,1
47,1,22,5,5049,10,0,40,1,1,0
52,1,16,1,3617,16,16,42,1,1,0
33,1,19,1,1501,116,1,68,1,1,1
48,1,19,1,7220,73,0,32,2,1,0
25,1,23,5,5494,41,5,35,2,2,0
23,2,21,1,482,59,6,46,1,1,1
31,1,17,1,8364,70,0,44,1,6,0
65,3,21,3,1147,6,0,41,2,1,0
36,1,10,1,5652,85,0,36,1,1,0
42,1,21,1,2697,113,0,36,1,2,1
