age,class_of_worker,education,marital_status,occupation,place_of_birth,relationship,hours_per_week,sex,race,income_above_50k
50,1,21,5,4791,221,0,32,2,2,0
28,1,19,4,4784,35,10,30,2,2,0
57,1,21,1,4832,25,0,40,2,1,0
40,1,16,1,4235,54,0,12,1,1,0
38,1,16,1,829,225,0,20,2,6,1
53,1,16,3,563,19,0,50,2,2,0
58,1,20,1,4079,26,1,40,2,1,0
65,7,21,1,5894,26,0,40,2,1,0
18,1,18,5,6667,25,17,14,1,1,0
38,7,19,1,5716,39,0,50,1,2,1
64,1,21,1,490,40,0,40,2,1,1
27,3,19,5,7377,18,0,40,1,2,0
71,2,24,1,185,30,0,50,1,1,1
62,7,24,2,4842,77,0,24,2,1,1
54,1,20,1,7569,31,0,50,1,1,1
22,1,16,5,4675,34,2,6,1,1,0
68,1,20,4,8713,451,0,40,1,2,1
34,1,21,5,1091,236,13,40,2,6,0
70,2,21,1,2303,51,1,34,2,1,0
49,1,23,2,293,7,0,9,2,1,1
42,1,23,1,3487,212,1,50,2,6,0
60,6,16,3,4029,35,4,44,1,1,1
40,5,19,5,2378,15,17,40,1,1,1
44,2,23,1,2257,51,1,40,1,1,1
43,1,23,1,4429,23,1,45,2,1,1
21,1,16,5,4765,439,17,34,1,2,0
24,1,2,4,8463,51,17,34,1,8,0
22,1,16,5,4761,38,0,33,1,3,0
50,1,24,1,531,36,0,49,2,1,1
34,5,16,1,511,4,0,46,1,1,1
60,1,16,4,2914,15,0,40,1,2,1
31,1,21,5,1003,215,0,40,2,6,0
33,1,21,1,945,6,1,50,2,1,0
21,1,16,5,6064,25,16,40,2,1,0
31,1,22,5,2202,99,2,40,2,6,0
58,1,16,3,4111,10,0,41,1,2,0
29,1,16,5,4942,22,13,40,1,1,0
19,1,16,5,5441,17,2,54,2,1,0
69,7,23,1,602,29,0,52,1,1,1
64,2,22,1,2415,49,0,45,2,1,0
65,3,21,1,2590,3,1,12,2,1,0
38,1,21,2,5429,4,0,44,1,2,1
41,1,24,1,183,458,1,40,2,7,0
71,1,20,4,9174,322,0,40,1,2,1
42,6,18,3,9573,29,0,40,1,1,0
59,1,16,1,4973,28,0,74,2,1,0
57,5,16,1,9830,29,0,40,1,1,1
21,6,18,5,4633,18,2,14,1,1,0
48,1,16,5,8455,38,17,34,1,1,0
64,1,21,1,4104,213,1,40,2,6,0
51,1,16,3,4666,11,0,40,2,1,0
41,5,18,5,7549,7,0,40,1,1,0
25,1,22,1,4732,234,1,20,1,6,0
59,1,18,4,5012,26,0,40,1,2,1
27,3,16,5,6048,4,17,40,1,6,0
59,1,16,5,4854,22,17,48,2,1,0
20,1,16,5,4032,24,17,10,2,1,0
67,6,16,3,4780,33,10,9,2,1,0
69,3,21,1,2730,21,1,40,2,1,0
20,1,16,5,4847,29,10,6,2,1,0
51,7,21,1,127,52,0,50,1,1,1
51,5,22,1,4828,163,1,12,2,1,0
66,3,1,1,2137,229,1,40,1,9,0
40,1,22,1,2417,24,1,40,2,1,0
35,2,20,5,9024,32,0,7,1,2,0
49,1,21,1,3911,23,1,40,2,1,0
56,7,18,1,9453,24,1,40,1,1,1
61,1,20,1,4599,33,1,45,2,1,1
32,1,16,5,9297,7,4,40,1,4,0
65,1,19,1,7842,50,0,40,2,1,1
31,2,19,1,575,22,1,40,2,1,1
54,1,16,3,4784,55,0,50,1,2,0
30,8,16,5,5525,7,5,40,1,1,1
28,1,16,3,5079,21,0,34,2,1,0
63,1,16,1,402,46,0,46,2,6,0
65,1,16,2,6372,141,0,40,1,1,1
36,6,14,1,4858,37,0,50,1,2,0
46,1,19,1,391,209,13,40,1,1,1
53,1,20,3,5547,43,0,50,2,1,0
20,1,16,5,4661,22,2,40,2,1,0
42,1,21,1,365,50,1,40,2,1,0
53,1,21,1,4611,10,1,20,2,1,0
71,1,23,1,7692,52,0,72,1,2,1
56,1,16,3,9175,24,0,72,1,1,0
64,7,20,1,4738,37,0,45,2,1,1
29,1,21,1,810,216,13,40,2,6,1
57,1,21,1,3988,37,1,40,2,1,1
30,6,18,1,5743,14,0,40,1,1,0
64,1,16,4,4678,42,0,40,2,2,0
64,3,20,2,2194,19,0,9,2,1,1
27,3,23,1,2106,20,1,40,2,1,0
43,1,21,1,7415,16,0,40,1,2,1
26,2,21,5,5351,50,2,12,2,1,0
53,7,21,1,2413,18,1,51,1,1,0
38,5,19,1,1326,19,13,40,1,9,1
42,4,17,1,5460,43,0,42,1,2,0
51,1,20,4,9462,57,0,40,2,2,1
42,1,17,1,5727,27,1,40,2,1,0
32,5,16,1,5721,28,1,40,1,1,1
46,3,22,5,1855,21,0,40,1,2,0
64,4,22,1,2139,19,1,11,2,1,0
50,1,16,1,9584,31,0,51,1,7,0
18,1,14,5,4836,25,17,20,1,5,0
51,3,22,1,2212,31,1,5,2,1,0
47,1,19,4,9814,10,0,40,1,2,1
17,1,18,5,9830,13,13,40,1,3,0
23,1,19,3,1304,40,0,48,1,1,1
66,1,16,1,326,20,0,40,1,1,1
45,1,21,4,4875,34,0,40,1,1,1
34,1,11,1,7083,329,0,40,2,8,0
61,6,19,1,4831,12,0,9,2,1,0
63,7,21,1,4611,13,1,50,2,1,1
17,1,14,4,4612,39,0,40,1,3,0
47,1,24,1,367,5,1,50,1,1,1
44,1,21,1,2319,224,1,40,2,6,0
28,1,16,1,4609,55,0,25,1,1,1
65,1,18,1,400,46,0,49,1,1,1
32,5,19,1,1244,24,0,40,1,6,1
54,3,22,1,2595,26,1,50,2,1,0
28,1,18,5,5761,14,2,6,1,3,0
65,2,22,1,4796,24,0,9,2,1,0
35,1,20,5,5924,203,13,40,2,1,1
46,4,22,4,5595,237,0,40,2,3,1
26,2,22,5,840,6,2,11,1,9,0
27,1,19,2,9375,27,0,40,1,1,0
51,5,20,1,1137,50,0,50,1,1,1
20,1,16,5,6316,39,2,47,1,1,0
31,1,20,1,4007,51,1,46,2,1,0
40,1,16,3,3956,27,0,41,1,7,0
33,5,21,1,639,45,0,40,1,2,1
67,6,20,1,242,16,0,42,1,1,1
22,1,16,5,5414,21,2,50,1,1,0
19,1,16,5,4817,1,12,40,1,4,0
57,5,21,1,725,24,0,50,1,1,1
45,1,14,3,9830,316,1,40,2,8,0
63,7,19,5,8820,22,0,12,1,5,0
37,2,16,2,4848,18,0,7,2,1,0
17,6,16,5,4759,19,0,12,2,1,0
62,3,16,5,4793,38,0,8,2,1,0
21,5,16,1,2282,15,1,30,2,1,0
57,6,16,3,7383,55,0,50,1,1,0
62,1,20,2,4251,34,0,46,1,1,1
31,3,21,1,1897,10,1,49,2,1,0
48,1,14,1,6314,34,1,53,2,9,1
43,5,14,1,5686,54,0,40,1,2,0
71,6,19,1,951,16,0,40,1,2,1
57,5,19,1,9169,53,1,50,1,2,0
44,4,16,3,6308,9,0,40,2,1,0
22,1,21,5,4784,28,10,15,1,1,0
24,2,20,5,3141,16,2,11,2,6,0
49,6,16,1,9364,46,1,40,2,1,0
56,1,14,1,9830,22,1,40,1,1,0
19,1,19,5,6858,38,17,40,1,1,0
69,2,22,1,1957,21,1,6,2,1,1
36,1,22,5,3673,12,0,40,1,2,0
65,7,22,1,862,7,0,46,1,1,1
33,5,21,1,1540,193,1,40,2,6,1
21,3,21,5,2138,36,0,44,2,1,0
62,1,16,4,8988,27,0,40,1,2,1
46,1,21,4,5113,9,0,40,1,2,0
20,3,16,5,9346,14,17,49,1,9,0
49,1,20,1,2220,13,1,40,2,1,0
51,5,20,1,227,26,0,50,1,1,1
42,6,20,1,4948,34,1,20,2,1,0
70,1,16,1,3365,18,0,40,2,1,1
68,3,21,1,2262,22,1,40,2,1,0
28,1,16,1,4618,225,2,40,2,1,0
53,3,22,1,2007,24,1,40,2,1,0
68,1,19,2,163,19,0,45,1,1,1
43,6,11,1,6770,309,0,40,1,8,0
61,1,16,5,4114,369,0,40,1,1,0
29,1,21,5,1768,43,2,30,2,1,0
37,1,20,5,6150,10,10,35,1,7,0
38,6,20,1,5920,436,10,60,2,1,0
41,2,21,1,2266,6,0,40,2,1,1
36,1,16,1,4739,124,1,54,2,6,0
49,6,16,1,6552,38,0,12,2,1,0
70,1,17,3,9830,42,0,20,2,1,0
68,1,24,1,136,27,1,50,2,1,1
21,1,16,5,3077,217,7,20,2,6,0
33,7,23,1,2425,24,0,50,1,3,1
56,3,16,3,5272,31,0,48,2,1,0
40,2,16,1,655,22,0,40,2,1,0
38,2,21,1,5874,23,1,60,1,1,0
33,3,19,5,2051,25,13,31,1,9,0
68,4,24,1,10,201,1,40,2,6,0
63,1,20,1,484,202,1,40,2,6,1
65,2,22,1,3412,10,1,50,2,1,1
43,1,20,1,4858,31,1,40,2,1,0
64,1,21,1,2002,9,0,40,2,1,1
59,1,20,1,4460,24,1,40,2,1,0
44,3,21,1,2597,22,1,40,2,1,0
58,1,23,1,217,20,1,40,1,1,1
32,1,16,5,8950,28,6,14,1,3,0
59,3,20,1,9541,53,1,50,1,1,0
63,2,22,1,2493,7,1,5,2,1,0
20,1,18,5,5569,43,17,33,2,1,0
57,1,16,3,9677,445,0,40,2,8,0
34,3,21,5,2198,234,2,40,2,6,0
40,1,20,1,4810,48,1,40,2,1,0
68,2,22,1,8812,52,0,45,1,2,0
71,1,19,2,4971,26,0,40,1,2,0
25,4,13,1,4668,43,1,43,1,1,0
53,1,16,5,1732,40,13,40,2,1,1
56,1,16,3,5610,22,0,40,1,1,1
54,1,20,3,4806,24,0,10,2,2,0
33,1,16,5,4748,15,7,13,2,1,0
56,5,19,1,1092,16,0,50,1,1,1
53,1,16,4,4152,45,0,40,2,2,0
63,1,17,4,8963,48,0,40,1,2,1
41,1,23,1,1875,16,1,40,1,1,1
21,1,14,5,6033,26,17,8,1,1,0
63,1,16,3,4779,12,0,40,1,2,0
29,3,16,5,4840,222,2,28,2,6,0
48,3,21,1,4756,15,1,11,2,1,0
42,1,16,1,3437,39,0,11,2,6,1
63,1,20,3,674,53,0,40,2,1,1
18,1,16,5,4671,23,17,40,1,1,0
30,5,15,3,5523,212,2,40,1,8,1
33,5,22,1,7667,28,0,40,1,2,0
19,1,20,5,5967,20,0,40,2,1,0
25,1,16,5,624,223,2,40,2,6,0
61,6,21,1,4059,12,1,25,2,1,0
53,3,23,1,926,48,1,50,1,1,1
34,1,21,1,507,35,1,45,2,1,1
62,2,21,3,282,28,1,60,1,1,0
49,1,22,1,1917,187,1,20,2,6,0
28,3,19,4,4365,41,0,45,1,9,0
29,1,20,1,4606,52,1,40,2,6,0
73,7,23,1,6425,27,1,40,2,1,1
32,2,23,1,198,6,0,40,1,1,1
55,1,16,2,4727,56,0,60,2,1,0
64,4,17,1,2340,15,1,33,2,1,0
30,1,16,5,9534,210,10,40,1,8,0
77,1,20,2,808,28,0,40,1,1,1
45,2,22,1,2329,28,0,40,2,1,1
64,1,14,1,4083,16,1,34,2,1,0
61,3,18,4,1012,117,0,40,1,1,1
18,1,16,5,4152,314,0,47,1,8,0
46,6,22,1,5586,18,1,50,2,1,0
47,1,21,1,4843,213,1,40,2,1,0
33,5,19,1,5962,52,10,40,1,1,0
57,7,23,1,4751,12,0,50,1,2,0
37,5,16,5,5747,517,2,40,1,1,0
75,1,14,2,4276,35,0,58,2,1,1
53,6,19,2,4829,41,0,42,1,1,1
41,1,16,1,4795,20,0,40,2,1,0
56,1,16,3,6294,253,0,40,2,1,0
32,1,19,5,5994,22,17,40,2,1,0
43,3,20,5,4252,63,5,25,1,1,0
60,4,16,5,4261,23,2,32,2,1,0
45,1,13,4,9599,311,0,40,1,8,0
19,1,18,5,5744,7,17,40,1,9,0
41,1,16,3,5710,33,0,40,2,2,0
57,6,19,1,2434,11,0,9,1,1,0
33,6,16,1,179,24,0,33,1,1,1
73,1,20,1,3054,9,0,7,2,1,0
44,3,19,1,5435,22,1,35,2,1,0
21,1,16,5,5326,24,2,50,2,1,0
67,3,23,1,9108,1,0,40,1,1,1
49,1,16,1,9522,317,0,40,1,8,0
46,3,19,1,288,5,1,45,2,1,1
54,1,23,1,3378,36,1,40,2,1,1
58,6,21,2,396,39,0,11,1,1,1
37,3,20,1,6058,26,1,40,2,6,0
41,1,16,5,4703,44,13,51,1,1,1
44,6,16,5,5859,6,0,50,1,2,0
58,1,19,3,4019,28,0,40,1,2,1
24,1,16,5,2113,12,2,25,2,6,0
32,5,19,1,9511,25,0,40,1,9,1
20,1,16,5,5597,437,17,40,1,5,0
32,3,16,5,9522,37,17,46,1,1,0
31,1,14,5,2537,29,10,40,1,2,0
65,6,22,1,6484,32,1,40,2,1,0
41,1,16,3,6511,307,0,20,1,8,0
61,2,16,5,4749,23,0,46,1,1,0
31,1,16,5,5653,29,17,49,1,2,0
19,1,18,5,5353,31,0,45,1,1,0
47,1,19,3,9270,9,0,54,1,1,1
55,1,16,1,4692,31,1,40,2,1,0
41,1,16,5,7732,52,17,40,1,2,0
40,6,22,1,2419,3,1,20,2,1,0
39,1,19,1,4974,315,0,40,1,8,0
59,3,16,2,4868,11,0,11,2,1,0
41,5,16,5,6028,35,17,12,1,4,0
37,1,18,5,5054,36,13,25,2,6,0
37,2,21,1,4748,213,0,33,2,1,0
33,1,16,1,5240,20,0,45,1,1,1
32,3,22,1,2395,9,1,10,2,1,0
50,1,20,1,6287,52,0,60,1,1,0
19,1,21,5,8793,14,0,50,1,1,1
65,3,16,2,4812,38,0,54,1,1,0
26,3,22,5,1967,1,16,29,1,1,0
34,1,20,3,4723,20,0,10,2,1,0
31,1,23,1,3740,43,0,40,1,1,1
49,1,20,1,4683,216,0,40,2,6,0
73,4,22,1,3412,201,1,13,2,6,0
54,7,21,5,1012,10,13,53,1,1,0
48,1,21,1,5398,23,1,40,2,1,0
43,1,16,3,5887,52,0,40,2,2,0
59,3,19,1,4785,95,0,40,2,2,1
41,4,22,1,4941,23,0,40,2,2,0
50,6,22,1,2348,16,1,59,2,1,0
20,1,14,5,5588,7,16,40,1,1,0
61,5,20,1,521,17,1,40,2,1,0
35,7,16,5,2119,8,2,47,1,1,0
33,1,19,4,5280,16,0,40,2,1,1
66,7,20,2,192,41,0,50,1,1,1
52,1,16,3,5949,25,0,47,1,2,1
58,1,16,5,9322,219,0,8,1,6,0
60,7,19,1,6002,20,1,42,2,1,1
53,1,20,5,10,33,1,40,2,1,1
17,1,16,4,5661,28,2,6,1,2,0
24,1,16,5,4769,33,2,40,2,1,0
22,1,16,5,4574,22,2,33,1,1,0
47,6,19,1,4845,21,0,50,1,1,0
43,1,21,1,4800,16,1,16,2,1,0
42,3,22,1,1870,18,1,40,2,1,0
38,6,16,4,8484,364,0,40,1,2,0
33,1,22,1,113,228,13,40,1,6,1
27,3,20,1,3216,27,0,50,1,1,1
41,1,1,1,5339,28,1,50,2,9,1
46,7,21,2,159,46,0,40,1,1,1
54,1,16,4,5567,25,2,40,2,1,0
22,1,22,5,496,43,1,13,2,6,0
30,1,20,5,2022,12,2,9,2,1,0
41,1,16,5,6105,312,1,40,2,8,0
62,6,16,3,7307,47,0,40,2,2,0
24,1,20,5,5903,22,13,40,1,7,0
61,6,20,2,6336,14,0,40,2,1,0
50,6,21,2,4832,50,0,50,1,1,1
56,7,23,3,4645,43,0,50,2,2,1
46,1,21,1,704,8,1,40,2,6,1
17,1,16,5,5521,40,2,39,1,1,0
66,1,20,1,6575,35,0,40,2,1,0
69,1,20,1,746,52,13,40,1,1,1
69,1,16,3,5249,41,0,40,1,2,0
57,1,23,1,2489,26,1,40,1,1,1
46,6,21,1,4710,37,1,40,2,1,0
40,1,23,1,5341,39,1,20,2,6,0
34,1,16,1,1033,20,1,56,2,1,1
44,1,21,1,7273,237,1,40,2,6,0
48,7,22,1,1437,21,0,50,1,1,1
65,1,16,3,1159,18,0,40,1,2,1
57,3,22,1,1091,36,1,10,2,1,0
34,2,21,1,2444,20,0,46,2,1,0
31,1,17,5,4821,32,2,40,1,2,0
46,6,12,5,4227,320,0,40,1,8,0
56,1,21,2,598,344,0,40,1,1,1
51,3,16,3,5531,49,1,11,1,1,0
32,5,9,5,9492,22,6,40,1,2,0
39,1,22,1,859,226,1,45,2,1,1
62,1,18,2,443,6,0,25,2,1,1
34,4,18,1,9695,54,0,51,1,1,1
66,7,24,1,5022,28,0,54,1,1,1
51,1,16,2,3398,2,0,20,2,1,1
31,1,16,5,5687,4,10,32,1,4,0
44,1,21,1,747,228,1,40,1,6,1
50,1,19,3,5727,304,17,40,1,5,0
28,5,19,5,6113,26,2,10,1,1,0
34,1,22,2,2572,37,0,40,2,1,0
50,1,20,2,6591,14,0,20,2,1,0
38,1,20,1,4648,47,0,40,2,1,0
53,1,18,1,624,311,1,40,1,1,1
67,3,24,1,193,126,1,40,2,2,0
34,4,22,1,2111,28,1,40,2,7,0
18,1,14,5,5211,49,2,47,1,1,0
34,1,20,3,827,318,0,40,2,2,0
66,3,23,1,207,35,1,33,2,1,1
26,3,16,5,943,216,2,24,2,6,0
21,1,16,5,4811,2,2,40,1,1,0
39,1,21,1,1558,295,0,40,1,8,0
39,1,16,3,9552,19,6,40,1,8,0
50,1,23,1,569,23,1,50,1,1,1
43,4,20,1,5906,107,0,33,2,2,0
67,7,23,1,3085,4,1,40,2,2,1
17,5,16,5,4671,31,2,10,1,1,0
64,6,21,2,235,39,0,8,1,5,0
20,1,18,5,6993,22,2,35,1,2,0
43,1,18,1,199,19,1,40,2,1,0
18,1,16,5,3900,30,2,32,2,1,0
36,1,23,1,232,32,0,45,1,1,1
61,1,14,5,756,49,0,56,1,1,1
51,1,16,2,5697,51,0,15,2,1,0
49,1,16,3,4556,15,6,40,2,1,0
23,1,20,5,4054,15,17,8,2,1,0
19,4,16,5,4935,2,16,15,2,6,0
18,1,16,3,4185,47,0,34,1,5,0
19,1,16,5,4809,24,17,14,1,1,0
56,1,19,3,5926,49,0,60,1,1,1
40,5,20,1,4625,362,0,40,1,2,0
26,2,16,5,1840,206,2,10,2,6,0
51,1,21,1,2090,4,1,80,2,1,1
46,1,19,3,4840,20,0,3,2,1,0
30,8,20,5,4974,36,0,30,1,1,0
37,1,21,5,5314,203,13,40,2,6,0
61,1,18,3,4196,44,0,40,1,1,0
59,1,21,1,168,47,1,40,2,1,1
47,4,21,2,385,8,0,51,1,1,1
22,1,21,5,5037,39,13,40,2,1,1
36,3,20,1,3111,7,1,20,2,1,0
31,1,16,5,4615,50,2,40,1,9,0
31,2,22,1,2368,37,0,5,2,1,0
42,6,11,1,5682,48,1,40,2,1,0
58,1,16,1,6553,45,0,50,2,1,0
51,1,16,3,4834,55,0,40,1,2,0
57,1,19,1,383,46,0,43,1,1,1
46,1,16,5,4187,23,0,40,1,1,0
45,1,23,1,3891,6,0,76,2,1,1
43,1,16,1,9180,22,0,40,1,3,0
41,3,18,1,4785,11,13,40,2,1,0
66,6,21,1,1948,90,0,43,1,1,1
55,2,21,1,4730,51,1,36,2,1,0
31,3,22,1,2358,211,1,40,2,6,0
28,2,21,1,3762,33,1,14,2,1,0
38,3,16,1,5291,6,1,20,2,9,0
68,1,16,2,4010,14,0,47,2,1,1
18,1,16,5,9427,23,0,6,1,2,0
30,1,16,1,4545,41,0,40,2,1,1
47,1,16,5,9173,48,13,40,2,3,0
39,2,21,1,2404,432,1,35,2,1,0
27,2,16,5,8891,23,2,11,2,1,0
54,1,24,1,8920,50,0,50,2,9,0
40,1,16,2,4865,29,0,40,2,1,0
46,1,17,5,4556,23,0,6,1,2,0
22,1,21,5,4257,47,2,25,2,2,0
55,1,20,5,5536,22,5,9,1,2,0
32,1,21,1,3141,15,0,50,2,1,1
62,8,16,5,7927,53,0,40,1,1,0
48,1,16,4,5215,23,0,30,2,1,0
46,1,16,1,4636,25,0,40,1,1,1
75,1,16,5,4562,45,2,40,2,1,1
49,1,23,1,12,6,1,40,2,1,1
53,1,10,3,6306,300,11,40,2,8,0
46,1,20,4,9635,30,0,40,1,7,1
61,1,19,3,4885,40,0,40,2,1,0
34,4,20,5,1992,23,17,7,2,1,0
62,3,20,3,6100,16,0,9,2,1,0
40,1,20,3,7385,233,0,40,1,6,0
50,2,20,1,3806,20,1,40,2,1,1
47,1,17,3,5993,24,2,40,1,2,0
23,1,16,5,5795,1,10,46,1,4,1
46,1,21,1,1153,227,1,40,2,6,0
41,1,16,1,7916,318,0,50,1,2,1
34,1,21,1,5448,248,1,40,2,6,0
58,5,21,1,6209,3,0,40,1,2,0
20,3,16,5,3859,27,16,12,1,1,0
55,1,20,1,3889,23,0,40,2,6,0
65,1,17,3,4237,46,0,40,2,1,0
59,1,18,2,4784,31,0,40,2,1,0
49,1,21,3,3261,24,0,21,2,1,0
38,1,19,5,4046,26,2,10,1,7,0
42,1,21,1,86,211,1,40,2,6,1
25,1,16,1,3608,219,1,15,2,6,0
36,5,18,5,5781,31,2,35,2,1,0
54,1,20,2,5160,24,0,14,2,1,0
40,1,23,1,621,19,1,40,2,1,0
26,5,21,5,2107,2,2,40,1,1,0
62,5,22,1,1824,25,1,40,2,2,1
50,4,16,2,6288,38,0,33,1,2,0
62,1,20,5,4674,13,2,11,2,1,0
48,1,20,3,4733,317,1,40,2,6,0
58,3,21,1,915,41,0,57,1,1,1
57,1,16,3,9392,66,0,40,1,1,0
68,7,21,2,4821,34,0,45,1,1,0
47,1,19,1,2690,24,0,40,1,3,1
34,1,16,5,4549,23,0,40,1,6,1
54,2,22,1,2014,15,1,19,2,1,0
20,5,16,5,4190,4,2,30,1,1,0
35,8,16,5,8437,48,17,47,1,9,0
18,1,18,5,5180,19,2,42,1,1,0
58,1,16,1,4753,37,1,14,2,1,0
66,1,16,4,5544,17,0,40,2,8,0
29,7,23,1,5602,20,0,50,1,1,1
66,2,18,1,2429,13,1,32,2,1,0
21,1,19,1,250,16,0,40,2,1,1
61,5,23,1,2457,1,0,40,1,2,1
22,1,16,5,5816,20,2,46,1,1,0
33,1,21,5,706,15,0,40,2,1,1
40,1,21,1,471,52,1,40,2,1,0
48,1,20,1,5594,23,1,49,2,1,0
24,1,16,5,4187,23,17,40,1,9,0
29,1,20,3,5617,294,2,12,2,2,0
32,1,22,1,4881,51,1,31,2,6,0
36,4,21,5,212,222,1,40,2,6,0
32,5,19,5,8970,56,16,60,1,2,1
23,1,21,5,5667,20,0,6,1,9,0
60,2,20,1,4130,20,0,40,2,1,0
57,6,18,1,6838,310,0,40,2,8,0
59,3,22,1,2256,19,0,9,2,1,1
31,5,16,5,9437,10,13,7,1,9,0
36,1,20,1,8159,47,1,40,2,1,1
55,3,22,1,2564,20,1,40,2,1,0
26,1,16,1,6232,18,10,40,1,1,1
63,3,22,1,2132,48,1,40,2,1,0
58,1,19,1,4691,306,0,40,2,2,1
57,1,23,1,60,23,1,40,1,1,1
20,3,20,5,4247,9,16,7,1,1,0
56,1,16,1,6520,313,0,40,2,1,1
67,1,21,1,4610,26,0,40,2,1,1
41,1,20,1,4611,48,0,40,2,3,1
59,4,20,1,4710,21,1,40,2,1,0
64,1,16,1,4680,14,0,50,2,1,0
50,4,20,1,2254,16,0,40,1,1,1
70,1,19,4,6903,36,0,45,1,1,0
62,5,19,3,2651,39,0,40,1,2,1
59,6,19,3,4894,23,0,40,2,8,0
67,2,16,3,4981,55,1,20,2,1,0
64,1,21,3,6130,15,0,40,1,1,0
38,1,21,1,2470,11,1,40,2,1,0
30,1,20,4,209,27,0,40,1,1,1
36,1,22,5,3434,19,13,12,2,9,0
30,1,16,4,6005,323,0,40,1,8,0
55,1,16,3,5475,51,0,40,2,2,0
44,1,21,1,415,216,1,40,2,6,0
18,5,16,3,6078,34,0,40,1,1,0
29,1,16,5,5054,230,13,40,1,6,0
21,3,19,3,3967,22,0,12,2,9,0
33,1,16,3,5860,49,0,40,1,6,0
66,1,20,3,5233,35,0,40,2,1,0
63,5,14,1,6282,29,17,74,1,2,0
31,1,21,5,4610,213,0,33,2,6,0
62,1,18,1,2245,28,0,50,1,1,1
51,2,18,1,4779,45,0,30,2,8,0
72,6,16,2,757,21,0,45,1,2,0
50,2,22,1,3300,21,1,77,2,1,0
63,2,20,1,277,22,0,11,2,1,0
18,1,16,5,9483,53,0,40,1,1,0
37,1,16,1,1052,17,0,40,1,1,0
63,1,24,2,5999,43,0,40,2,1,1
64,1,19,1,8096,25,0,60,1,1,1
61,4,22,1,2328,30,1,60,2,1,0
33,1,23,1,1362,35,0,40,2,1,1
23,1,16,5,965,16,1,54,2,6,0
44,6,21,1,3417,51,1,40,2,1,0
45,1,22,1,3131,28,0,40,2,3,1
63,1,20,1,4714,39,1,13,2,1,0
27,1,16,5,8808,11,17,8,1,1,0
39,1,14,3,8139,29,17,52,1,1,0
17,6,20,1,5606,37,17,8,1,1,0
35,2,16,5,2400,28,6,19,2,1,0
58,1,20,4,8048,22,0,40,1,2,1
42,1,16,3,2540,26,0,40,2,1,0
35,3,21,5,5243,211,1,40,2,6,1
64,1,19,2,9179,23,0,40,2,1,0
51,1,20,3,9023,29,0,51,1,6,0
62,1,16,4,4906,26,0,40,1,8,1
59,6,19,1,9243,29,0,60,1,9,1
17,1,16,5,5923,27,17,40,1,1,1
48,6,20,3,9269,516,0,40,1,1,1
34,7,20,5,3350,25,10,24,1,2,0
42,1,20,3,9214,239,0,40,1,9,1
20,1,16,5,5655,34,2,40,1,9,0
46,1,16,1,5375,23,0,45,1,8,1
47,1,19,1,4892,39,1,40,2,1,0
61,1,20,1,7775,32,0,45,1,8,1
53,1,16,1,3918,237,1,12,2,6,0
39,1,16,1,6377,53,1,40,2,1,0
65,6,20,1,4779,42,0,40,1,1,0
24,1,21,1,4707,219,1,40,2,1,0
48,1,18,5,6678,30,0,30,2,1,0
34,1,20,1,386,36,0,40,1,1,1
60,1,14,1,1268,8,0,40,1,9,1
41,1,20,5,5936,20,0,40,2,1,1
22,1,18,5,4171,15,2,20,1,1,0
48,5,19,5,1222,46,13,40,1,1,1
61,3,20,1,3130,47,0,10,2,1,0
34,2,20,5,354,45,0,40,1,1,1
40,1,16,1,1197,20,0,40,1,1,1
55,1,20,2,9261,21,0,10,2,1,0
54,1,20,1,5075,8,1,36,2,1,0
41,1,18,5,9423,29,9,40,1,1,1
33,3,22,1,2845,306,1,40,1,1,0
20,1,16,5,3989,14,2,40,2,6,0
50,4,21,1,4118,47,1,8,2,6,0
17,1,18,5,4811,54,2,13,1,1,0
42,1,18,1,4205,28,0,39,1,1,0
58,1,20,4,545,40,0,50,2,2,0
38,1,19,1,4824,18,1,25,2,2,0
40,5,21,1,8274,18,0,40,1,2,1
60,4,16,5,3992,28,2,51,1,1,0
27,1,16,5,9273,381,2,45,1,1,0
63,1,23,1,595,51,0,50,1,1,1
61,1,21,1,4786,220,1,40,2,6,0
17,1,16,5,3842,20,17,4,1,4,0
37,2,24,1,983,6,1,43,2,1,0
61,1,16,3,5733,23,0,40,2,1,0
32,1,19,5,5653,22,13,44,1,1,0
36,7,23,1,141,54,0,49,1,1,1
53,1,16,3,4692,50,0,40,2,1,0
70,1,16,2,7394,20,0,40,2,1,1
33,3,16,5,3627,4,0,25,2,1,0
61,1,14,5,8900,26,17,9,1,3,0
18,3,19,5,4085,25,16,30,1,1,0
60,1,21,1,3473,210,1,40,2,6,0
44,1,16,4,4941,40,0,40,1,2,1
52,1,18,3,9017,25,0,40,1,5,0
28,1,16,1,4260,203,0,40,2,6,0
20,1,16,5,4151,310,17,32,1,5,0
49,1,23,1,162,25,1,40,2,1,1
60,7,22,1,5047,46,0,40,1,1,1
24,1,19,5,1484,6,0,40,1,6,1
63,1,19,2,5802,25,0,40,2,1,1
31,1,16,1,6606,223,17,55,2,3,0
59,1,19,1,7605,38,0,61,2,1,1
62,1,16,5,4949,23,1,13,2,1,0
20,1,16,5,9395,25,2,8,1,2,0
57,1,16,3,5316,23,0,40,2,1,0
65,7,16,4,5072,18,0,40,1,2,0
63,8,24,1,3347,33,1,36,2,1,1
