age,class_of_worker,education,marital_status,occupation,place_of_birth,relationship,hours_per_week,sex,race,income_above_50k
28,1,21,5,4800,17,13,40,2,1,1
51,1,19,1,51,39,0,45,1,1,1
40,1,9,4,9620,303,0,40,1,1,0
20,1,16,5,7130,6,15,40,1,1,0
30,1,22,1,1360,37,1,55,1,1,1
53,3,19,1,5860,233,1,40,2,6,0
17,1,13,5,4150,29,15,20,2,1,0
59,1,20,2,4850,6,11,40,1,1,1
29,1,20,5,3421,247,2,40,2,6,0
49,1,16,3,9121,327,0,40,2,1,0
46,2,24,5,2205,215,0,60,2,6,1
61,1,20,3,9645,373,6,20,2,1,0
52,2,21,1,2060,26,1,40,1,1,0
56,3,22,1,2310,48,1,45,1,2,1
33,1,20,5,4700,42,0,50,1,1,0
52,2,16,2,4020,72,0,40,2,1,0
39,1,21,1,3255,233,0,40,2,6,0
68,1,18,3,5710,6,0,40,2,1,1
25,5,21,5,9825,22,17,45,1,2,0
17,1,13,5,3960,13,4,25,2,1,0
56,1,20,3,10,327,0,55,2,1,1
38,1,16,5,9600,36,0,40,1,1,0
35,3,19,3,9121,12,0,35,1,1,0
21,1,19,5,2545,34,12,11,2,8,0
38,1,22,1,845,36,0,50,1,6,1
33,1,19,1,8225,362,0,40,1,1,0
53,1,16,3,6850,17,0,50,1,1,1
39,4,19,1,2545,301,0,20,2,1,0
36,1,22,1,3245,36,0,40,2,1,1
55,1,16,1,4700,22,0,24,2,1,0
24,1,16,5,7810,37,0,40,1,1,0
33,1,20,5,710,6,13,40,2,1,0
46,3,20,1,1108,8,1,40,1,1,0
20,1,19,5,5240,19,3,40,2,1,0
57,3,21,1,5740,8,1,40,1,1,1
68,7,16,1,9130,55,1,25,1,1,0
57,2,20,1,2040,440,0,40,1,2,0
35,6,19,1,6230,48,1,40,1,1,1
60,1,15,3,4040,6,15,35,1,1,0
51,1,22,5,137,34,0,40,2,1,1
60,2,19,1,4220,42,1,4,1,1,0
26,4,21,1,2310,38,1,45,2,1,0
31,7,16,1,4810,26,1,35,2,1,0
55,1,17,3,5240,6,0,54,2,1,0
24,1,15,1,4621,333,1,30,1,2,0
26,3,20,1,4220,19,0,40,1,1,0
40,6,16,1,4920,24,1,40,1,1,1
63,1,19,5,5850,42,16,65,2,2,0
55,6,11,1,6730,26,1,20,1,1,0
51,1,16,1,440,18,1,50,1,1,1
44,1,21,1,850,17,1,50,1,1,1
43,1,21,1,4010,48,0,40,2,1,0
53,1,23,1,1650,26,0,60,1,1,1
48,3,21,1,2310,51,1,40,2,1,0
52,1,17,1,440,303,0,40,1,1,1
41,1,21,1,2640,362,1,40,2,1,1
62,7,18,3,3630,42,0,20,2,1,1
18,2,18,5,4600,8,17,12,2,1,0
43,1,24,1,3090,231,0,50,1,6,1
39,1,13,1,7810,203,1,40,2,6,0
50,1,13,5,4251,1,2,50,1,2,0
58,1,16,1,136,29,0,40,2,1,0
29,1,19,5,4850,6,2,45,1,1,0
55,2,16,5,8990,34,17,27,2,2,0
29,3,21,1,3870,33,0,40,1,1,0
56,1,19,3,5610,120,0,45,1,1,0
56,2,19,1,4600,207,1,40,2,6,0
34,1,21,1,5400,13,1,40,2,1,0
49,1,17,1,9600,5,1,42,1,1,0
27,1,20,5,9620,6,15,25,1,1,0
42,1,19,3,8255,21,13,60,1,2,1
21,1,18,5,2805,8,7,20,1,1,0
27,2,14,1,3255,15,10,36,2,6,1
20,1,16,5,6260,4,15,55,1,8,0
58,2,22,1,2040,42,17,52,1,1,0
72,1,23,1,3090,17,1,40,1,1,1
55,2,21,1,3930,29,0,45,1,1,1
60,7,16,1,310,22,1,40,1,1,1
18,1,18,5,4900,6,2,30,1,1,0
30,6,19,5,205,42,4,6,2,1,0
49,6,18,2,205,51,0,55,1,1,0
59,2,16,1,7315,17,1,40,1,1,1
42,1,21,3,5120,19,0,45,2,1,0
53,1,16,1,3500,39,1,30,2,1,0
22,1,14,5,4720,48,0,28,2,2,0
25,1,19,5,5160,34,13,30,2,2,0
59,2,16,1,5730,34,1,40,2,1,0
21,1,19,5,4020,21,0,25,1,1,0
67,5,16,1,5160,47,0,3,2,1,0
52,1,21,1,4850,35,0,52,1,1,1
46,1,22,1,52,217,1,40,1,6,1
36,1,21,1,440,45,1,40,2,1,1
32,1,21,3,4510,162,0,40,2,1,0
27,4,18,5,8990,48,17,30,2,2,1
28,2,16,1,4230,26,0,25,2,1,0
64,1,21,1,1350,49,1,40,1,1,1
61,6,21,1,4920,11,0,80,2,2,0
33,1,18,1,310,48,0,40,1,1,0
51,2,20,1,5260,25,0,22,2,1,0
60,7,21,1,4700,210,1,55,1,6,1
55,1,20,1,5240,19,0,40,1,1,1
47,1,20,1,3255,9,0,40,2,1,1
21,5,16,5,7340,25,17,10,1,1,0
59,1,16,1,9005,16,0,42,1,1,1
24,2,21,5,5940,6,13,40,2,1,0
45,6,15,1,8140,312,0,40,1,3,0
33,1,20,3,6305,39,0,40,1,1,1
20,1,19,5,4435,24,17,40,1,1,0
27,1,16,5,3245,53,2,15,1,1,0
59,1,19,3,4720,6,0,29,2,8,0
37,1,15,1,4110,6,0,38,2,1,0
41,1,16,1,8990,51,1,40,1,2,0
46,3,21,1,2310,44,1,40,2,1,1
33,1,19,1,6260,315,0,40,1,8,0
52,5,22,3,1220,28,0,44,2,1,1
47,3,21,3,440,47,0,40,2,2,1
43,1,20,1,3645,26,1,40,2,1,0
17,1,13,5,4020,16,2,15,1,1,0
61,4,22,1,2205,6,0,37,2,1,0
59,1,18,1,7750,21,0,40,1,1,1
48,6,21,1,4920,54,0,60,2,1,1
47,1,16,2,410,47,2,40,2,1,0
30,1,20,1,3620,19,0,32,2,1,0
20,1,14,1,8800,247,1,40,2,6,0
56,1,16,1,350,18,0,40,2,1,0
30,1,16,5,4251,26,2,2,1,1,0
19,1,19,5,4622,36,2,60,1,1,0
46,1,21,5,440,17,0,60,1,1,1
32,1,19,3,3421,26,0,32,2,1,0
62,1,14,1,4230,25,1,20,2,1,0
58,1,18,1,3601,55,12,40,2,1,0
38,3,22,1,2002,12,0,40,1,1,0
51,7,21,1,220,501,0,45,1,1,1
41,6,15,1,4350,53,0,40,1,1,1
53,4,23,1,2100,2,0,40,1,1,1
22,3,19,5,5522,48,0,40,1,9,0
25,4,19,5,2006,13,2,40,1,1,0
47,1,21,1,705,36,1,40,2,1,0
42,1,20,1,5740,17,0,25,2,1,0
74,7,21,1,7540,51,0,48,1,1,0
58,1,21,1,9050,39,0,60,2,1,1
24,1,21,5,4700,6,2,45,2,1,0
50,6,16,1,4251,19,2,3,1,1,0
69,4,21,5,5110,54,0,50,1,1,1
51,3,16,1,5740,45,1,40,2,1,0
66,1,19,1,520,45,0,25,1,1,0
50,1,16,1,9130,36,1,60,1,1,1
56,6,14,1,6260,48,1,60,1,1,0
18,5,16,5,9825,34,17,40,1,1,0
17,2,14,5,5310,37,2,30,2,2,0
21,1,19,5,4965,37,13,32,2,1,0
35,1,21,1,1021,210,0,40,1,6,0
52,1,16,1,3620,45,9,40,1,1,0
43,1,17,1,8140,29,1,40,2,1,0
52,4,19,1,2350,72,1,40,2,1,0
18,1,14,5,4435,48,7,15,1,1,0
58,1,17,1,1980,36,1,40,1,1,0
51,1,21,1,3255,55,1,25,2,1,0
32,3,18,1,2440,48,0,10,2,1,0
38,1,21,1,5740,48,1,20,1,1,0
57,6,16,1,4760,303,1,60,1,1,0
61,1,20,3,3255,17,9,42,1,1,1
44,1,20,5,3645,6,0,40,2,2,0
38,6,17,1,4220,6,1,25,1,1,0
27,1,20,1,6260,6,9,40,1,1,0
35,1,20,1,5740,42,1,40,2,1,0
47,1,21,1,5160,53,0,40,2,1,1
57,6,16,1,205,38,0,50,1,1,0
28,4,19,1,5860,6,0,40,1,1,1
65,1,19,2,9600,8,0,60,1,1,1
58,6,22,1,1360,151,1,20,2,1,1
29,1,22,5,4540,21,0,40,1,1,0
65,7,19,1,4700,36,0,40,1,1,1
38,2,21,1,710,36,1,50,2,1,0
25,1,16,1,8740,51,1,50,2,1,0
60,4,21,1,5740,37,0,40,2,2,0
39,1,16,5,4110,13,0,40,2,2,0
23,3,20,5,2310,6,11,20,1,1,0
60,1,19,1,4920,28,1,65,1,1,0
24,1,19,1,4230,203,9,40,2,6,0
38,5,19,1,630,17,1,40,1,1,1
57,5,16,2,60,42,0,40,2,1,1
20,1,18,5,6441,303,2,69,1,8,0
34,1,16,1,4510,27,1,26,2,1,0
45,3,18,1,5740,165,0,20,2,1,1
76,6,21,1,800,48,0,20,1,1,1
50,4,22,1,230,39,0,40,2,2,0
44,3,16,1,2545,22,1,25,2,1,0
30,1,19,5,600,24,5,40,1,1,0
47,1,16,1,7800,37,0,35,2,1,0
27,1,19,5,4720,315,2,25,2,8,0
26,1,18,5,8540,5,0,60,1,1,0
64,7,19,1,4840,42,0,44,1,1,1
84,2,16,1,5510,53,0,2,1,1,0
62,1,16,3,10,27,0,10,1,1,0
28,1,21,1,1050,36,0,40,1,1,1
56,1,19,1,120,8,0,50,2,1,1
50,6,16,1,4950,22,0,50,1,1,1
19,1,16,5,4140,4,2,35,1,3,0
26,3,22,5,2310,51,0,40,2,1,1
41,1,21,3,5360,39,0,60,2,1,1
59,3,20,3,4920,508,0,40,2,6,1
27,4,21,5,2014,18,5,40,2,1,0
35,3,19,3,2014,6,0,40,2,1,0
17,1,14,5,4720,17,4,15,2,2,0
49,1,9,1,6050,303,1,30,2,1,0
63,1,21,1,220,42,0,40,2,1,1
50,1,16,1,3640,21,1,40,2,1,0
38,1,21,1,4700,38,0,45,1,1,1
53,2,16,1,5240,21,0,40,2,1,0
47,1,19,1,5240,47,0,40,2,1,0
51,1,22,5,440,36,0,45,2,1,1
38,2,22,5,2014,6,0,40,2,6,1
54,1,21,5,800,17,0,40,1,1,1
52,1,19,1,4510,12,0,26,2,1,0
48,3,18,1,440,53,1,40,2,1,1
35,1,21,1,1021,163,1,40,1,1,1
65,5,19,5,5400,37,13,40,2,2,0
60,2,21,1,2040,72,1,70,2,1,1
19,1,18,5,5240,39,2,32,2,1,0
38,4,19,4,9620,39,16,18,1,1,0
36,1,21,1,1108,29,0,60,1,1,1
17,1,13,5,4150,48,2,20,1,1,0
32,1,20,1,2545,47,0,25,2,1,0
53,1,16,1,7315,12,0,40,1,1,0
46,1,21,1,4820,36,1,40,1,1,1
40,1,22,1,2310,13,1,30,2,1,0
53,1,21,1,3255,39,0,40,2,1,1
63,6,21,1,2634,17,0,30,1,1,1
63,3,16,1,2545,27,1,32,2,1,0
82,6,19,1,4760,139,0,20,1,1,0
59,3,18,1,2440,19,0,30,2,1,0
60,1,22,1,1530,47,0,40,1,1,1
33,1,21,1,4030,9,0,30,2,1,0
26,1,19,5,910,40,15,45,1,1,0
54,1,1,4,4600,19,13,10,2,1,0
59,1,16,1,310,27,0,40,2,1,0
82,1,16,1,9130,42,0,20,1,1,0
28,1,16,5,7330,39,7,45,1,1,0
49,2,21,1,3255,22,1,40,2,1,1
59,6,16,1,7150,26,0,40,1,2,0
72,1,10,3,3601,48,15,26,2,8,0
69,1,16,1,5740,210,1,40,2,6,0
21,1,19,5,5522,41,2,40,1,1,0
64,1,15,3,4020,28,0,30,2,2,0
19,5,16,5,8030,24,17,40,1,2,0
26,1,21,1,2320,48,0,40,1,1,0
21,1,16,5,4720,50,2,25,1,1,0
44,1,12,1,9620,37,0,40,1,1,0
59,1,20,1,102,53,0,50,1,1,1
20,1,19,5,4110,36,17,20,2,1,0
59,7,19,1,6230,36,1,48,1,1,1
27,1,16,5,4760,332,2,40,2,2,0
57,1,22,1,230,48,1,50,2,1,1
55,4,22,3,2310,42,15,40,2,1,1
49,4,21,1,5120,16,1,40,2,1,1
45,1,21,1,1360,42,0,40,2,1,1
38,1,16,5,7810,28,2,14,2,2,0
56,1,19,1,4020,303,1,30,2,1,0
65,4,23,2,2310,1,0,40,2,2,1
43,6,16,4,4251,31,13,20,1,1,0
67,1,19,1,102,42,1,40,1,1,1
57,1,15,1,9130,42,1,60,1,1,1
49,1,21,1,9645,42,0,25,1,2,0
22,1,19,5,4720,26,2,25,1,6,0
53,2,19,5,630,36,0,40,1,1,1
55,1,21,3,6230,6,13,65,1,1,0
59,2,23,1,2205,6,1,40,2,1,1
26,1,21,1,1050,72,0,40,1,1,0
37,1,21,5,4140,442,0,30,1,2,0
65,4,19,5,3601,17,0,8,2,2,0
19,1,19,5,4110,28,0,20,1,1,0
26,1,16,5,7750,1,2,40,2,1,0
38,1,22,1,2755,12,0,20,1,1,0
38,6,18,1,4600,6,0,35,2,1,0
48,1,22,1,440,36,0,50,1,1,1
57,1,18,1,2710,110,0,20,2,2,0
46,3,20,1,5000,44,0,45,1,1,0
19,1,19,5,5240,55,17,20,2,1,0
31,1,20,1,3515,1,1,55,2,1,1
27,3,23,5,2100,34,0,40,2,1,1
41,1,15,4,7220,12,13,48,1,1,0
56,4,22,1,2310,47,0,50,2,1,0
39,6,19,1,4600,26,1,40,2,1,0
65,1,19,3,4760,6,0,15,2,1,0
19,1,16,5,9645,48,2,6,2,1,0
34,1,19,1,120,18,0,40,2,1,0
54,1,20,1,1360,22,1,52,1,1,1
23,1,19,4,20,48,0,50,2,1,1
56,1,23,1,3090,239,0,58,1,1,1
22,1,19,5,6230,27,17,10,1,1,0
40,1,19,5,3605,17,2,45,1,8,0
66,1,20,1,4760,42,0,15,2,1,0
46,1,20,1,4700,24,1,40,2,1,1
23,1,16,5,4220,42,2,30,2,1,0
58,1,16,1,9130,19,0,45,1,1,0
60,3,21,4,3870,34,0,16,1,1,1
65,2,20,5,2014,6,0,45,2,1,0
45,1,14,5,6050,12,15,60,1,1,1
33,1,21,5,2810,27,13,40,1,1,1
51,1,22,1,750,207,0,40,2,6,1
32,1,16,5,4220,33,0,40,1,1,0
46,1,17,3,6515,24,17,32,1,1,0
48,1,16,2,5400,39,0,40,2,1,0
48,1,21,1,5000,24,0,16,2,1,0
47,6,21,1,750,17,1,30,2,1,1
43,1,12,1,4020,314,1,40,2,1,0
60,1,16,3,6230,39,0,48,1,1,0
50,1,21,3,3545,22,0,58,2,1,1
53,2,21,1,2310,35,1,50,2,1,0
48,1,16,3,4600,25,0,50,2,1,0
28,1,16,1,3602,303,1,24,2,1,0
63,3,21,1,2014,27,0,40,1,1,1
35,1,22,1,1021,36,0,60,1,1,1
63,1,16,1,3500,25,1,20,2,1,0
54,7,16,1,9130,22,1,70,1,1,1
40,2,21,1,3255,46,0,36,2,9,1
36,1,22,5,4760,469,12,60,1,1,1
25,1,20,1,8256,39,1,40,1,1,0
57,6,20,1,4500,301,0,50,1,2,1
39,1,18,1,2545,27,0,28,2,1,0
49,1,16,5,4110,26,13,35,2,1,0
75,1,10,2,4600,130,0,30,2,1,0
61,7,21,1,6200,36,1,50,1,1,1
37,1,18,5,8140,49,12,40,1,1,0
51,3,19,1,4030,39,1,6,2,1,0
60,1,16,2,8030,38,0,44,1,1,0
17,2,13,5,2350,22,2,2,1,2,0
62,1,16,2,9130,48,0,15,1,1,0
58,5,22,5,4850,42,0,40,2,1,1
64,1,14,1,9130,34,0,50,1,1,1
48,4,18,1,136,34,1,40,1,1,0
29,1,19,5,4820,48,2,40,1,1,0
66,1,16,1,9130,21,1,45,1,1,1
61,1,20,3,4220,167,0,5,2,1,0
50,1,22,1,52,44,0,40,1,1,1
27,1,16,1,5840,6,0,40,1,1,1
31,2,22,1,5740,12,1,40,2,1,0
26,3,20,1,2545,233,1,35,2,1,0
64,4,22,1,2205,39,0,56,1,1,1
25,1,17,1,6260,40,1,10,2,1,0
23,2,21,1,2060,24,1,40,2,1,0
55,1,16,5,9130,6,5,40,1,1,0
25,1,21,5,4710,42,0,40,1,2,1
38,1,18,3,4330,4,0,46,2,1,0
44,4,22,1,2320,45,1,40,1,1,1
27,1,21,1,440,210,1,40,2,6,1
31,1,16,1,4760,55,1,40,1,1,0
59,3,22,3,2300,36,0,40,2,1,1
47,1,16,1,7000,37,0,45,1,1,0
26,1,20,1,51,42,0,40,1,1,0
39,1,17,1,9130,1,0,40,1,2,0
56,6,16,1,6442,25,1,40,1,1,0
62,6,19,5,6200,36,0,40,1,1,0
29,4,22,1,2002,51,0,40,2,1,0
43,2,22,1,2006,22,0,40,2,1,1
42,4,16,1,3930,15,1,40,1,7,0
65,1,16,3,9130,19,0,40,1,1,0
43,1,19,1,5240,10,0,50,2,1,1
19,1,16,5,4760,48,2,5,2,2,0
45,1,20,1,7020,20,0,50,1,1,1
53,2,21,3,230,36,13,50,2,1,1
43,3,19,5,9130,42,0,40,1,1,1
22,1,19,5,4720,72,2,30,2,1,0
54,7,23,1,3010,27,0,22,1,1,1
69,1,16,4,4760,24,2,14,2,1,0
47,1,18,1,9645,48,0,25,2,1,1
60,1,19,1,5610,51,1,40,2,1,0
34,1,21,5,1050,6,2,40,2,1,0
39,1,21,1,20,34,0,45,1,1,1
46,1,16,3,4760,48,0,40,2,1,0
57,5,21,3,20,15,0,50,1,1,1
65,1,20,3,4850,19,0,62,1,1,1
41,1,19,3,4700,4,0,40,2,1,1
51,1,21,3,6260,17,16,40,1,1,0
40,1,21,5,8740,39,0,50,1,1,1
50,1,20,1,4220,51,1,15,2,1,0
54,2,18,1,540,15,2,40,1,6,1
21,1,19,5,5630,36,15,15,1,1,0
66,1,11,2,6410,303,0,40,2,1,0
31,1,18,5,9130,51,2,50,1,1,1
57,1,16,5,6410,303,12,40,1,8,1
42,1,16,1,8140,19,0,45,1,1,1
52,5,20,3,5240,41,0,40,2,2,1
23,1,21,5,2310,27,0,40,2,1,0
55,1,16,3,4220,18,0,45,1,1,1
39,4,20,1,6200,13,1,45,1,1,0
32,1,21,1,4840,26,0,40,1,1,1
41,3,17,5,4220,8,16,15,1,1,0
54,2,19,1,2014,203,0,40,1,6,0
47,7,16,1,440,26,1,50,1,1,1
51,2,21,1,110,42,0,35,2,1,0
48,1,21,1,1021,36,1,40,1,2,1
22,5,21,5,1970,26,0,40,2,9,0
47,3,17,1,3740,39,1,99,1,1,1
66,1,20,1,52,24,1,40,1,1,1
64,1,13,1,8555,18,0,50,1,1,0
47,1,1,3,4965,333,2,40,2,2,0
26,1,21,1,4810,48,0,40,2,8,0
51,1,21,1,4840,36,0,50,1,1,1
42,1,21,5,4700,41,0,45,1,1,0
51,1,16,1,910,6,0,40,2,1,0
49,1,20,1,5240,40,1,40,2,1,0
27,1,16,1,3602,29,1,24,2,1,0
54,1,16,4,9121,327,0,30,2,1,0
64,1,21,1,2710,36,1,40,2,1,1
22,1,19,5,5240,22,2,25,2,1,0
32,1,21,1,6200,301,0,40,1,6,1
21,1,19,5,4720,48,2,35,1,1,0
33,2,21,1,3255,42,1,40,2,1,0
17,1,14,5,4150,30,2,15,2,1,0
47,1,12,1,7700,27,1,40,1,1,0
50,2,24,3,2040,32,0,13,1,1,0
31,1,16,1,8990,39,0,40,1,1,0
43,1,21,1,1010,211,0,40,2,6,1
27,1,16,1,8100,19,1,40,1,1,0
51,1,1,1,4720,26,0,4,2,1,0
59,2,21,1,4220,13,1,8,1,1,0
58,1,20,3,5740,9,0,40,2,1,1
45,1,20,1,6950,40,0,90,1,1,0
22,1,19,5,4760,38,2,8,2,2,0
24,2,21,5,3255,31,15,36,2,1,0
64,1,21,3,5860,33,0,40,2,1,1
57,1,16,1,9130,5,0,80,1,1,1
51,2,24,1,2205,37,0,45,1,1,1
30,1,19,1,3750,26,0,40,1,1,1
20,2,19,5,4600,40,2,12,2,1,0
18,1,14,5,8990,25,2,15,1,2,0
39,1,22,1,9630,6,0,20,2,3,0
62,1,20,1,7350,55,0,44,1,1,1
61,1,19,5,4760,17,2,20,2,2,0
48,6,21,1,2600,48,0,8,2,1,0
48,7,20,1,10,34,0,40,1,1,1
30,7,19,3,6230,26,0,60,1,1,0
47,5,16,5,3602,15,0,22,2,7,0
27,4,21,1,2310,48,1,40,2,1,0
25,1,21,5,4720,36,2,25,2,2,0
64,1,20,1,4760,34,1,40,1,1,1
57,6,21,1,150,66,0,40,1,7,1
34,1,16,1,5400,35,1,30,2,1,0
25,1,21,5,6050,20,12,5,2,1,0
18,1,18,5,4720,53,17,28,2,9,0
58,6,16,3,205,46,0,50,1,1,0
19,1,16,5,4435,53,7,40,1,1,0
32,1,19,5,7700,18,0,40,2,1,0
41,3,22,1,230,34,0,55,1,1,1
47,1,16,3,8800,42,0,50,1,1,1
54,1,19,5,630,39,13,40,2,2,0
51,1,21,3,710,44,0,40,1,1,1
20,1,20,5,2435,29,2,20,2,1,0
54,1,16,3,1560,47,2,40,1,1,0
46,1,21,1,1010,26,0,40,1,1,1
55,1,20,1,1006,18,0,60,1,1,0
56,4,16,1,5730,36,1,40,2,1,0
48,1,18,1,3500,11,0,40,2,2,0
47,1,14,5,8300,39,0,40,2,2,0
64,4,23,3,2310,36,0,35,2,1,1
80,2,21,2,726,6,0,2,2,1,0
37,1,19,3,6200,12,13,50,1,1,1
27,1,18,1,8140,42,1,40,1,1,0
31,6,21,5,6230,362,0,50,1,1,0
24,1,19,5,5240,36,2,25,2,9,0
64,1,17,3,9130,34,0,22,2,1,0
29,4,19,5,6600,6,2,40,1,8,0
31,1,21,1,1021,18,0,40,1,1,1
45,1,19,1,2545,31,1,32,2,1,0
37,5,23,1,3090,29,1,80,1,1,1
34,1,21,1,4800,17,0,52,1,1,1
30,1,20,5,7410,72,0,40,1,1,0
26,5,19,5,2861,6,0,40,1,1,0
43,1,18,1,4720,47,0,40,2,1,0
55,1,21,1,5810,17,1,40,2,1,0
59,1,16,3,3602,6,13,40,2,1,0
64,6,17,1,6230,20,0,50,1,1,1
68,1,20,3,3645,36,0,15,2,1,0
17,1,14,5,2722,49,2,10,1,1,0
50,7,16,5,600,39,0,40,1,1,0
65,7,20,1,4920,55,0,40,1,1,1
24,1,16,5,4110,26,13,45,1,1,0
24,1,16,5,6230,312,2,40,1,1,0
54,1,20,4,2640,39,0,40,2,1,1
30,1,19,3,410,6,7,40,2,1,0
47,2,16,3,5400,29,13,40,2,1,0
43,1,20,1,350,12,0,40,2,2,0
52,1,17,1,4020,17,0,40,1,1,0
55,1,19,3,705,27,0,45,2,1,1
41,1,16,3,7200,48,6,45,1,2,0
52,1,21,4,8030,17,0,40,1,1,0
31,1,21,5,4920,25,0,40,1,2,0
24,1,21,5,2310,233,2,30,1,6,0
56,1,17,1,9130,26,0,55,1,1,1
34,1,21,1,2640,12,0,50,1,6,1
61,3,16,1,5420,42,1,16,2,1,0
34,1,21,5,51,20,0,40,1,1,1
68,6,16,1,8810,39,1,45,1,1,1
35,1,16,1,2545,48,0,8,2,8,0
26,1,18,5,7410,19,13,40,1,1,1
31,1,19,1,5240,55,1,30,2,1,0
20,1,18,5,4000,25,0,65,2,1,0
69,6,22,3,3245,17,0,36,2,1,0
28,1,13,1,6230,303,0,43,1,1,0
23,1,21,5,4435,17,0,40,2,1,0
17,1,14,5,4720,48,2,6,2,9,0
33,4,21,1,2310,13,1,45,2,1,0
63,2,21,1,3255,233,1,36,2,6,1
65,3,16,1,565,51,0,35,1,1,0
54,1,22,1,410,51,0,40,1,1,1
65,1,20,1,7210,39,0,43,1,1,0
62,3,16,1,8990,368,0,40,1,2,1
49,1,16,1,4251,25,1,44,1,1,0
31,1,19,1,440,6,0,48,2,1,1
77,3,16,3,4220,26,0,6,2,1,0
30,1,19,1,4810,19,1,48,2,1,0
48,6,17,3,9142,26,0,50,1,1,0
47,1,21,1,1410,19,0,40,1,1,1
28,1,20,5,7200,19,0,50,1,1,0
59,1,17,1,6305,48,0,52,1,1,0
29,1,19,1,7315,34,1,40,1,1,1
61,2,21,1,2865,17,1,37,2,1,0
27,1,19,5,4760,29,2,35,2,1,0
42,1,21,1,910,1,0,42,2,1,0
64,1,21,1,3255,209,0,40,2,6,1
56,1,21,1,10,25,0,55,1,1,1
44,1,15,1,136,312,0,40,1,8,0
24,1,19,5,4760,110,2,8,1,1,0
38,1,18,5,9130,41,13,40,1,1,0
38,1,15,1,6442,128,1,40,1,1,1
33,6,21,5,2634,42,0,15,2,1,0
51,6,22,1,4920,6,1,40,1,9,0
64,1,19,1,800,19,1,45,2,1,1
40,3,22,1,2320,29,0,40,2,1,0
24,3,16,5,4435,4,2,15,1,9,0
17,1,14,5,4720,37,2,15,2,1,0
51,3,18,1,5740,39,1,40,2,1,0
25,1,16,1,6230,47,1,40,1,1,0
23,1,13,5,8365,17,0,40,1,1,0
51,1,16,1,120,17,0,50,2,1,1
63,1,19,1,9130,16,1,45,1,1,0
57,2,21,1,3150,26,1,40,1,1,1
63,6,23,5,2170,51,5,99,2,1,0
38,1,19,3,5160,22,0,40,2,1,0
72,1,22,1,10,501,1,60,1,1,1
32,6,16,5,4920,27,0,40,1,1,0
72,7,24,1,2100,26,16,50,1,1,1
65,7,16,1,8320,42,0,4,2,1,0
63,1,16,1,4710,55,0,42,2,1,1
24,1,21,5,5240,27,12,40,2,1,0
69,1,22,1,2310,20,1,6,2,8,0
28,5,21,5,3321,6,0,80,1,1,1
43,2,21,1,3255,2,1,40,2,1,1
65,8,17,1,4810,48,1,20,2,1,0
39,1,17,1,4110,53,1,35,2,1,0
66,1,21,1,1021,17,1,40,2,1,0
20,1,20,5,4020,72,2,20,1,2,0
40,1,19,1,9130,27,16,40,2,1,0
71,6,22,1,410,48,0,50,1,1,1
76,7,21,1,5120,49,0,32,2,1,1
50,2,20,1,2014,10,1,40,2,1,0
24,1,16,5,5240,6,2,39,2,1,0
58,3,16,1,6260,20,1,40,1,1,0
31,1,19,1,3930,6,9,32,1,1,0
47,1,16,1,5740,17,0,40,2,1,0
57,1,16,1,9130,17,1,50,1,1,0
24,1,12,1,7020,17,0,40,1,9,0
52,1,21,1,4840,19,0,45,1,1,1
33,3,22,1,1970,13,0,40,1,1,0
26,4,21,5,1745,22,2,40,2,1,0
46,6,21,1,440,18,0,20,2,1,1
28,1,19,2,4220,34,0,40,1,2,0
23,1,16,1,5400,21,0,40,2,1,0
19,1,16,5,2360,48,17,20,1,1,0
21,1,20,5,4140,6,2,32,2,1,0
54,1,21,1,5740,29,0,30,2,1,0
26,1,22,5,3110,25,12,40,2,1,0
54,2,21,1,800,29,0,45,2,1,1
51,1,21,1,110,39,1,50,1,6,1
51,1,17,3,140,48,0,40,1,1,1
30,2,21,1,3255,6,0,36,2,1,1
34,1,16,5,7750,1,0,42,2,2,1
56,1,16,1,6305,42,1,40,1,1,1
63,2,22,3,2011,17,0,5,1,2,1
31,1,16,1,4020,5,9,35,2,1,0
51,5,19,1,5260,18,1,40,2,1,1
45,1,19,1,5810,6,1,15,2,1,0
57,1,16,4,4400,6,2,40,2,9,0
17,1,14,5,4720,4,3,15,1,9,0
17,1,13,5,4720,18,2,10,2,1,0
52,6,9,1,6260,303,1,20,1,8,0
37,1,21,1,300,210,1,40,2,6,1
56,1,16,1,8225,17,1,40,1,1,0
25,1,21,5,4600,303,15,40,2,1,0
28,1,21,5,1650,6,2,40,1,1,0
32,1,21,5,800,6,13,40,1,1,0
37,1,22,5,5000,55,0,45,1,1,1
48,1,20,1,630,8,0,50,2,1,1
79,6,24,3,3550,48,0,8,2,1,1
19,1,19,5,4110,28,2,24,2,1,0
37,3,18,1,7210,48,1,40,1,1,0
24,1,16,5,6200,45,0,40,2,1,0
53,1,16,1,1050,2,0,20,1,1,0
57,1,22,1,1320,8,1,40,1,1,1
39,1,21,1,9365,364,1,40,2,1,0
33,1,17,5,6220,42,0,40,1,1,0
60,1,19,1,3500,109,1,40,2,1,0
35,1,20,5,9600,26,0,52,1,1,1
59,2,21,1,136,36,1,50,2,1,1
23,1,17,5,4040,45,12,40,1,1,0
74,1,14,2,4435,33,0,32,2,1,0
21,1,19,5,4435,26,7,40,1,1,0
28,1,19,1,6200,28,1,45,1,1,0
